Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,pathway_db,input_genes,p_adj_global
Reactome_2022,Neurotransmitter Clearance R-HSA-112311,1/10,0.0489003911418304,0.1868295942154953,0,0,22.32435465768799,67.37423003045056,ALDH2,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4154679422683336
Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",7/660,0.0475443534655039,0.1868295942154953,0,0,2.2185282155148283,6.757841595817086,NCF2;ARPC3;ARPC1B;CYBA;VIM;S100A9;S100A8,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4154679422683336
Reactome_2022,"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",2/71,0.0492185490137595,0.1868295942154953,0,0,5.865424430641822,17.663636014354466,NPC2;AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4154679422683336
Reactome_2022,Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940,1/10,0.0489003911418304,0.1868295942154953,0,0,22.32435465768799,67.37423003045056,AP1S2,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4154679422683336
KEGG_2021_Human,Salivary secretion,2/93,0.0790200821692442,0.186977095837085,0,0,4.442475891455484,11.27524039277228,CST3;LYZ,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41556288396527014
Reactome_2022,Infectious Disease R-HSA-5663205,9/961,0.0511512645977714,0.1883101085973711,0,0,1.9684643088004432,5.852181524343137,PYCARD;NUP214;FKBP1A;CEBPD;ARPC3;ARPC1B;AP1S2;AP2S1;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,SUMOylation Of Immune Response Proteins R-HSA-4755510,1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,Pyrimidine Salvage R-HSA-73614,1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,CDA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,Killing Mechanisms R-HSA-9664420,1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,Endosomal/Vacuolar Pathway R-HSA-1236977,1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,CTSS,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,Ethanol Oxidation R-HSA-71384,1/11,0.0536582567508638,0.1883101085973711,0,0,20.09090909090909,58.76831842188268,ALDH2,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,Interferon Alpha/Beta Signaling R-HSA-909733,2/72,0.0504637828415356,0.1883101085973711,0,0,5.78134110787172,17.265971584773993,IFITM3;IFI6,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.41619263132027673
Reactome_2022,ISG15 Antiviral Mechanism R-HSA-1169408,2/75,0.0542668897312265,0.1886661960749185,0,0,5.542913055633212,16.15116734069409,NUP214;EIF4A1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4167473356195275
Reactome_2022,Platelet Adhesion To Exposed Collagen R-HSA-75892,1/12,0.0583925585800791,0.1956939801062112,0,0,18.26354453627181,51.878818604154176,FCER1G,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,2/78,0.058168160710821,0.1956939801062112,0,0,5.323308270676692,15.141709290687697,TALDO1;TKT,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
Reactome_2022,Pregnenolone Biosynthesis R-HSA-196108,1/12,0.0583925585800791,0.1956939801062112,0,0,18.26354453627181,51.878818604154176,TSPO,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
Reactome_2022,Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,1/12,0.0583925585800791,0.1956939801062112,0,0,18.26354453627181,51.878818604154176,VIM,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
Reactome_2022,Amyloid Fiber Formation R-HSA-977225,2/79,0.0594897545967717,0.1958423779645937,0,0,5.253909355950173,14.8262756693766,CST3;LYZ,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
Reactome_2022,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,2/79,0.0594897545967717,0.1958423779645937,0,0,5.253909355950173,14.8262756693766,FKBP1A;NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4208753542707935
KEGG_2021_Human,Prostate cancer,2/97,0.0849237360045432,0.198155384010601,0,0,4.254564983888292,10.49176426482804,NFKBIA;GSTP1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.42417980864275767
Reactome_2022,Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,1/13,0.0631034120924418,0.2023661146412791,0,0,16.74074074074074,46.254339159717055,LGALS3,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4307819820317103
Reactome_2022,Signal Regulatory Protein Family Interactions R-HSA-391160,1/13,0.0631034120924418,0.2023661146412791,0,0,16.74074074074074,46.254339159717055,TYROBP,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4307819820317103
Reactome_2022,NF-kB Is Activated And Signals Survival R-HSA-209560,1/13,0.0631034120924418,0.2023661146412791,0,0,16.74074074074074,46.254339159717055,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4307819820317103
KEGG_2021_Human,Rap1 signaling pathway,3/210,0.0882888275783243,0.2031852470295684,0,0,2.94232780516958,7.141446532679638,FPR1;RAC1;ACTB,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.43151017914956546
KEGG_2021_Human,Human immunodeficiency virus 1 infection,3/212,0.0902192838327616,0.204822157890594,0,0,2.9138755980861246,7.009362965508448,NFKBIA;AP1S2;RAC1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4338247094210498
Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,2/83,0.0648783802345316,0.2062799781815877,0,0,4.99344923154447,13.658286245847664,NUP214;EIF4A1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.43513220116877666
Reactome_2022,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,2/84,0.0662504359060044,0.2088573064155394,0,0,4.9323046291687405,13.387819731164344,CEBPB;CEBPD,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.43863916044257345
Reactome_2022,Retrograde Neurotrophin Signaling R-HSA-177504,1/14,0.0677909321684321,0.2101518897221395,0,0,15.452214452214452,41.58695944336839,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.43863916044257345
Reactome_2022,Creation Of C4 And C2 Activators R-HSA-166786,1/14,0.0677909321684321,0.2101518897221395,0,0,15.452214452214452,41.58695944336839,FCN1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.43863916044257345
Reactome_2022,RAC2 GTPase Cycle R-HSA-9013404,2/87,0.0704242763009009,0.2147363179011079,0,0,4.75750300120048,12.622688988987855,NCF2;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,2/87,0.0704242763009009,0.2147363179011079,0,0,4.75750300120048,12.622688988987855,ARPC3;ARPC1B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,Collagen Formation R-HSA-1474290,2/90,0.0746819496854827,0.2156381320464614,0,0,4.594619666048238,11.920818158765336,CTSS;CTSB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,WNT5A-dependent Internalization Of FZD4 R-HSA-5099900,1/15,0.0724552331756038,0.2156381320464614,0,0,14.347763347763347,37.6598138369901,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791,1/16,0.0770964289305897,0.2156381320464614,0,0,13.390572390572393,34.31599732708391,FKBP1A,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,Heme Degradation R-HSA-189483,1/16,0.0770964289305897,0.2156381320464614,0,0,13.390572390572393,34.31599732708391,BLVRB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,p75NTR Signals Via NF-kB R-HSA-193639,1/16,0.0770964289305897,0.2156381320464614,0,0,13.390572390572393,34.31599732708391,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,HCMV Late Events R-HSA-9610379,2/91,0.0761192182371278,0.2156381320464614,0,0,4.542765420775051,11.699685676018186,NUP214;CEBPD,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,NLRP3 Inflammasome R-HSA-844456,1/16,0.0770964289305897,0.2156381320464614,0,0,13.390572390572393,34.31599732708391,PYCARD,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,VLDLR Internalisation And Degradation R-HSA-8866427,1/16,0.0770964289305897,0.2156381320464614,0,0,13.390572390572393,34.31599732708391,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895,1/15,0.0724552331756038,0.2156381320464614,0,0,14.347763347763347,37.6598138369901,CEBPB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,ER-Phagosome Pathway R-HSA-1236974,2/89,0.0732536203857354,0.2156381320464614,0,0,4.647665962936899,12.148197603177868,S100A9;S100A8,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,Muscle Contraction R-HSA-397014,3/196,0.0752869536183818,0.2156381320464614,0,0,3.1580043801079003,8.168015432674538,ALDH2;ANXA2;VIM,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4411791504459337
Reactome_2022,RAC3 GTPase Cycle R-HSA-9013423,2/93,0.0790200821692442,0.2177442264219176,0,0,4.442475891455484,11.27524039277228,NCF2;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44410297731894943
Reactome_2022,VEGFA-VEGFR2 Pathway R-HSA-4420097,2/93,0.0790200821692442,0.2177442264219176,0,0,4.442475891455484,11.27524039277228,NCF2;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44410297731894943
Reactome_2022,RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,1/17,0.0817146326715556,0.2202742272015848,0,0,12.553030303030305,31.43934295429433,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44606093506347483
Reactome_2022,TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594,1/17,0.0817146326715556,0.2202742272015848,0,0,12.553030303030305,31.43934295429433,TNFSF13B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44606093506347483
Reactome_2022,Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,1/17,0.0817146326715556,0.2202742272015848,0,0,12.553030303030305,31.43934295429433,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44606093506347483
KEGG_2021_Human,Pantothenate and CoA biosynthesis,1/21,0.0999597740324998,0.2239098938327995,0,0,10.04040404040404,23.1229243332888,ALDH2,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.44927828846803264
Reactome_2022,Potential Therapeutics For SARS R-HSA-9679191,2/97,0.0849237360045432,0.2272779121848208,0,0,4.254564983888292,10.49176426482804,FKBP1A;AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45216102449212964
KEGG_2021_Human,Herpes simplex virus 1 infection,5/498,0.1044376704803924,0.2279229770598656,0,0,2.0718479769403224,4.680646103867895,NFKBIA;CD74;HLA-DRA;CFP;HLA-DRB1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45298977646233946
KEGG_2021_Human,Histidine metabolism,1/22,0.104464697819105,0.2279229770598656,0,0,9.561808561808562,21.59922753970687,ALDH2,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45298977646233946
Reactome_2022,SLC Transporter Disorders R-HSA-5619102,2/99,0.0879246283814666,0.2319713599851461,0,0,4.166421207658321,10.129717084781952,NUP214;SLC7A7,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4566864162567548
Reactome_2022,CLEC7A (Dectin-1) Signaling R-HSA-5607764,2/99,0.0879246283814666,0.2319713599851461,0,0,4.166421207658321,10.129717084781952,PYCARD;NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4566864162567548
KEGG_2021_Human,TNF signaling pathway,2/112,0.1081575453020714,0.2329547129583077,0,0,3.6716141001855287,8.166280575904093,NFKBIA;CEBPB,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45680783228471317
Reactome_2022,KEAP1-NFE2L2 Pathway R-HSA-9755511,2/100,0.0894369333512961,0.2342995718780434,0,0,4.123698458975427,9.95552171579456,TALDO1;TKT,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4592178954505398
Reactome_2022,Other Semaphorin Interactions R-HSA-416700,1/19,0.0908825145361798,0.2347798292184645,0,0,11.15712682379349,26.75688382123247,TYROBP,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45970470264257374
Reactome_2022,Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,1/19,0.0908825145361798,0.2347798292184645,0,0,11.15712682379349,26.75688382123247,CEBPB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.45970470264257374
Reactome_2022,Signaling By VEGF R-HSA-194138,2/102,0.0924846891098034,0.237271064474806,0,0,4.040816326530612,9.62002061056518,NCF2;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4621088230714715
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204,1/20,0.0954324164624814,0.2431565679728979,0,0,10.569377990430622,24.83103038927071,PRELID1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.46961314759500244
Reactome_2022,Integration Of Energy Metabolism R-HSA-163685,2/105,0.0971124998083676,0.2457540811477059,0,0,3.9225282345948087,9.146885461046203,TALDO1;TKT,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.47267221589303265
Reactome_2022,Initial Triggering Of Complement R-HSA-166663,1/21,0.0999597740324998,0.2479002396005994,0,0,10.04040404040404,23.1229243332888,FCN1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.47277925426693856
Reactome_2022,ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322,1/21,0.0999597740324998,0.2479002396005994,0,0,10.04040404040404,23.1229243332888,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.47277925426693856
Reactome_2022,Inflammasomes R-HSA-622312,1/21,0.0999597740324998,0.2479002396005994,0,0,10.04040404040404,23.1229243332888,PYCARD,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.47277925426693856
KEGG_2021_Human,Neurotrophin signaling pathway,2/119,0.1195188772922953,0.2509896423138202,0,0,3.450723879295308,7.330307004338375,NFKBIA;RAC1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.47554633787741885
